## RECSRecommendations Upload File,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,
## RECS,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.description,entity.tag,entity.subcategory,entity.private
manulife-insurance-attending-physicians-statement-stroke-nn1501e.pdf,Attending Physician’s Statement – Stroke - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-stroke-nn1501e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's stroke for critical illness insurance coverage.,After the sale,Policy Service,FALSE
manulife-insurance-set-up-or-change-a-pre-authorized-debit-plan-nn0312e.pdf,Set up or change a pre-authorized debit plan  - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-set-up-or-change-a-pre-authorized-debit-plan-nn0312e.pdf,-,-,Use this form to set up or change a pre-authorized debit plan. ,After the sale,Policy Service,FALSE
manulife-insurance-life-insurance-child-protection-rider-application-nn1643e.pdf,Application for a child protection rider - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-life-insurance-child-protection-rider-application-nn1643e.pdf,-,-,Use this form to apply for a child protection rider coverage on your life insurance policy.,After the sale,Policy Service,FALSE
manulife-insurance-transfer-of-ownership-nn0687esae.pdf,Transfer of Ownership - Universal life insurance policy or Performax Gold – Entity (NN0687ESA),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-transfer-of-ownership-nn0687esae.pdf,-,-,,After the sale,Policy Service,FALSE
manulife-insurance-universal-life-insurance-automatic-transfer-instructions-nn0947e.pdf,UL Automatic transfer instructions (NN0947E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-universal-life-insurance-automatic-transfer-instructions-nn0947e.pdf,-,-,Complete this form to set up automatic transfer instructions or Change in Designated Daily Account (for UL100 policies) (NN0947E),After the sale,Policy Service,FALSE
manulife-insurance-affinity-life-insurance-conversion-to-individual-nn1544e.pdf,"Application to convert Alumni, Professional and  Retail Members life insurance - Insurance | Manulife",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-affinity-life-insurance-conversion-to-individual-nn1544e.pdf,-,-,"Complete this form to convert life insurance purchased as a member of an Alumni, Professional and Retail Members to an individual life insurance policy.",Before the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-parkinsons-nn1498e.pdf,Attending Physician’s Statement – Parkinson's - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-parkinsons-nn1498e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's Parkinson's disease and atypical Parkinsonian disorders for critical illness insurance coverage.,After the sale,Policy Service,FALSE
manulife-insurance-disability-and-critical-illness-insurance-except-lifecheque-and-synergy-direction-to-pay-nn1611e.pdf,NN1611E -  Direction to pay for disability policies and critical illness policies (except Lifecheque and Synergy),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-disability-and-critical-illness-insurance-except-lifecheque-and-synergy-direction-to-pay-nn1611e.pdf,-,-,NN1611E,After the sale,Policy Service,FALSE
manulife-insurance-lifecheque-direction-to-pay-nn0999e.pdf,NN0999E - Direction to pay for Lifecheque policies,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-lifecheque-direction-to-pay-nn0999e.pdf,-,-,NN0999E ,Before the sale,Policy Service,FALSE
manulife-insurance-individual-accident-dismemberment-claim-nn0793e.pdf,Individual Accidental Dismemberment Claim - Insurance | Manulife ,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-individual-accident-dismemberment-claim-nn0793e.pdf,-,-, A  rider that covers  the loss or the loss of use of body parts,,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-heart-valve-replacement-or-repair-nn1489e.pdf,Attending physician’s statement – heart valve replacement or repair (NN1489E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-heart-valve-replacement-or-repair-nn1489e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's heart valve replacement or repair for critical illness insurance coverage. (NN1489E),Before the sale,Policy Service,FALSE
affinity-markets-medical-marijuana-prior-authorization-gl5572e-mli.pdf,Affinity Markets Medical Marijuana Prior Authorization,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-medical-marijuana-prior-authorization-gl5572e-mli.pdf,-,-,Complete this form to apply for prior authorization for medical marijuana for a Manulife Affinity Markets plan. (GL5572E-MLI),After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-aortic-surgery-nn1483e.pdf,Attending Physician’s Statement – Aortic surgery - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-aortic-surgery-nn1483e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's aortic surgery for critical illness insurance coverage.,After the sale,Policy Service,FALSE
affinity-markets-assignment-of-benefits-af1324e.pdf,Affinity Markets - Assignment of Benefits (AF1324E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-assignment-of-benefits-af1324e.pdf,-,-,Complete this form to assign Manulife insurance policy benefits to the provider. (AF1324E),Before the sale,Policy Service,FALSE
affinity-markets-personal-accident-disability-insurance-claims-guide.pdf,Personal Accident claims guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-personal-accident-disability-insurance-claims-guide.pdf,-,-,An advisor’s guide on how help your clients with claims for Personal Accident Disability Insurance and Cash Hospital.,After the sale,Policy Service,FALSE
manulife-insurance-corporate-insured-retirement-program-checklist-for-shareholder-borrowing-client-flyer1.pdf,CIRP - Checklist for Shareholder Borrowing - Client Flyer,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-corporate-insured-retirement-program-checklist-for-shareholder-borrowing-client-flyer1.pdf,-,-,Share this checklist for shareholder borrowing with clients interested in Manulife's Corporate Insured Retirement Program. ,,Policy Service,FALSE
manulife-insurance-travel-insurance-visitors-to-canada-wallet-carde.pdf,Visitors to Canada wallet card,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-travel-insurance-visitors-to-canada-wallet-carde.pdf,-,-,Editable PDF VTC client wallet card,After the sale,Policy Service,FALSE
affinity-markets-personal-accident-disability-insurance-transfer-of-ownership-af1433e.pdf,Personal accident transfer of ownership (AF1433E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-personal-accident-disability-insurance-transfer-of-ownership-af1433e.pdf,-,-,Complete this form to transfer ownership of a Manulife Personal Accident Disability Insurance policy. (AF1433E),After the sale,Policy Service,FALSE
manulife-insurance-statement-of-irrevocability-nova-scotia-nn1512e.pdf,Statement of Irrevocability - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-statement-of-irrevocability-nova-scotia-nn1512e.pdf,-,-,This form is to be completed only if the insurance is subject to the laws of the province of Nova Scotia.,After the sale,Policy Service,FALSE
manulife-insurance-application-to-continue-coverage-for-overage-dependants-af1490e.pdf,Policy Services Application to Continue Coverage for Overage Dependents – Affinity Markets | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-application-to-continue-coverage-for-overage-dependants-af1490e.pdf,-,-,Policy Services Application to Continue Coverage For Overage Dependents turning age 21.,After the sale,Policy Service,FALSE
manulife-insurance-travel-insurance-for-visitors-to-canada-policy-at0147e.pdf,Visitors to Canada travel insurance policy (AT0147E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-travel-insurance-for-visitors-to-canada-policy-at0147e.pdf,-,-,Provide this policy to clients who have purchased Manulife Travel Insurance for Visitors to Canada. It includes a wallet card. (AT0147E),After the sale,Policy Service,FALSE
manulife-insurance-transfer-of-ownership-nn0687isae.pdf,Transfer of Ownership - Universal life insurance policy or Performax Gold – Individual (NN0687ISA),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-transfer-of-ownership-nn0687isae.pdf,-,-,Use this form to change ownership of a policy.,After the sale,Policy Service,FALSE
manulife-insurance-declaration-of-loss-of-policy-nn0528e.pdf,Declaration of loss of policy - Insurance | Manulife ,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-declaration-of-loss-of-policy-nn0528e.pdf,-,-,This is used for advice if a policy has been lost or destroyed and to request a duplicate policy or policy certificate.,,Policy Service,FALSE
manulife-insurance-transfer-of-ownership-nn0687othe.pdf,Transfer of Ownership - Any other type of insurance that cannot have a Cash Value (NN0687OTH),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-transfer-of-ownership-nn0687othe.pdf,-,-,Use this form to change ownership of a policy.,After the sale,Policy Service,FALSE
manulife-insurance-disability-insurance-transition-rules-reprice-and-product-updates-07dec2019e.pdf,"Transition Rules - Disability Insurance reprice and product updates - December 7, 2019",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-disability-insurance-transition-rules-reprice-and-product-updates-07dec2019e.pdf,-,-,"Effective December 7, 2019, we’re making the following changes to some of our disability insurance products.",After the sale,Policy Service,FALSE
affinity-markets-personal-accident-disability-insurance-payment-authorization.pdf,Personal accident  payment authorization,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-personal-accident-disability-insurance-payment-authorization.pdf,-,-,Complete this form to set up credit card or pre-authorized debit payments for a Manulife Personal Accident Disability Insurance policy.,Before the sale,Policy Service,FALSE
manulife-insurance-travel-insurance-for-visitors-to-canada-application-at0148e.pdf,Visitors to Canada travel insurance application (AT0148E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-travel-insurance-for-visitors-to-canada-application-at0148e.pdf,-,-,Complete this form to apply for Manulife Travel Insurance for Visitors to Canada. (AT0148E),Before the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-paralysis-nn1497e.pdf,Attending Physician’s Statement – Paralysis - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-paralysis-nn1497e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's paralysis for critical illness insurance coverage.,After the sale,Policy Service,FALSE
